8605346554891887587151456379898330417,/auto,19189.0,2018-02-01,Nav:A,OS X
48459277967445117024315382177875172668,/auto,79214.0,2018-05-27,Nav:B,iOS
47942008857796364271754593725618571981,/card,91246.0,2018-01-31,Nav:B,OS X
75493254895130447003767488186675648118,/signup,94264.0,2018-03-14,Banner:B|Nav:A,Chrome
48990929070490773121057451452952519663,/homepage,81086.0,2018-04-12,Banner:A|Nav:B,iOS
31345356352860760736917530157217748914,/bank,100715.0,2018-02-01,Nav:B,iOS
20404547182849419993523465368417904284,/homepage,31593.0,2018-05-13,Nav:A,iOS
80423984133854131251132034310047620252,/auto,42286.0,2018-01-12,Nav:A|Banner:B,OS X
31734664193017925716917530371428975162,/card,46325.0,2018-02-19,Nav:B|Banner:A,OS X
53880469406899843897537836086765263040,/bank,72829.0,2018-11-09,Banner:A|Nav:B,Chrome
237932941867444522279689175748738298,/homepage,38788.0,2018-12-07,Nav:A|Banner:B,Windows
1610173486754582976279185186443417275,/signup,17611.0,2018-01-24,Banner:A,iOS
32152204679792302978769728243795942072,/signup,41958.0,2018-08-20,Nav:A|Banner:B,Windows
1383676144867258939162037148062735148,/homepage,67739.0,2018-04-18,Banner:A|Nav:B,Chrome
49305966883322404842348958304865255448,/card,16327.0,2018-03-22,Nav:B,Chrome
37194712530699668266840822566290160585,/signup,29843.0,2018-03-21,Nav:B,Android
21201821634445167857530188782962248812,/bank,41373.0,2018-02-19,Nav:B,Android
49761320839818917744328624925526799639,/auto,20073.0,2018-02-03,Nav:B,Windows
4657621341916723431326723278628572401,/auto,87529.0,2018-02-06,Banner:B|Nav:A,Android
76833564701998965295313315334491449840,/bank,73934.0,2018-03-25,Nav:A|Banner:B,Android
13895968712295767986517572661857358674,/bank,43565.0,2018-10-17,Nav:A,Android
7915046649214984794850760022585236375,/signup,41661.0,2018-11-07,Banner:B,Chrome
83021009098768005377205975219217931972,/card,17773.0,2018-10-03,Nav:A,iOS
85247942940219900875099833598154180116,/bank,52604.0,2018-11-15,Nav:A,OS X
90076030249922915021862507915128583489,/homepage,40388.0,2018-06-09,Nav:A|Banner:B,Android
87188380447016924904007860571300267499,/signup,61465.0,2018-08-01,Banner:B|Nav:A,Windows
90641674327644785034126037831446677557,/signup,69433.0,2018-07-18,Nav:B,Android
25110900768287227027844473770155609878,/homepage,34280.0,2018-08-01,Nav:A|Banner:B,OS X
51933798008759180463745729896668239868,/signup,42468.0,2018-07-12,Nav:B|Banner:A,iOS
16910480813504369466299198280038790157,/homepage,92650.0,2018-11-08,Banner:B,Chrome
86300091510239387121119244760247263162,/signup,22702.0,2018-12-05,Banner:A,Windows
42909504958440542094684255763301664514,/bank,11025.0,2018-02-07,Nav:A,Android
73195483321050697258149807220025308049,/card,59501.0,2018-01-19,Nav:A,OS X
40062830720904616216408528321669716359,/signup,53725.0,2018-03-20,Banner:B,Chrome
37352460599290509996908482008369849436,/card,20534.0,2018-07-23,Banner:B|Nav:A,OS X
88477211098355269234546892528953376775,/homepage,45891.0,2018-02-09,Nav:B|Banner:A,Android
5269210767180141625191535521082402602,/bank,55631.0,2018-01-11,Banner:B,OS X
30005227342760015774611687330540436451,/homepage,95731.0,2018-02-15,Nav:A|Banner:B,Chrome
528184942375034994160203016790930713,/auto,20882.0,2018-07-24,Nav:A,Android
79094969810853512451553499190916374291,/bank,24170.0,2018-06-23,Nav:A|Banner:B,Chrome
89156323037588166533662041867568202194,/homepage,25599.0,2018-11-15,Banner:A,Windows
22057951244467365782829721675528728819,/homepage,12415.0,2018-12-08,Nav:B|Banner:A,Windows
74988487662414929734592751119713899562,/card,64445.0,2018-06-01,Banner:A|Nav:B,OS X
20127340395648149903781798182455199527,/bank,47982.0,2018-11-25,Nav:A,OS X
29807270689474484646917530181914191400,/card,62395.0,2018-12-02,Nav:B|Banner:A,OS X
75047483007892179818925291034226683219,/signup,35343.0,2018-08-16,Nav:A,OS X
23117766245389440447089263637957634502,/bank,91134.0,2018-12-13,Banner:A,Chrome
89156323037588166533662041867568202194,/auto,38658.0,2018-07-07,Banner:A,Android
30408607321129988294611687145319483919,/signup,12082.0,2018-09-25,Nav:A|Banner:B,Chrome
27981875751925020843968771792970171168,/auto,40916.0,2018-11-14,Banner:B,Android
66586544338225947997502251702574771557,/card,63445.0,2018-03-18,Nav:A,Android
61282291847126225401919840108240147134,/bank,36366.0,2018-02-26,Nav:A,Windows
27892800693528873601041973991875850133,/homepage,36523.0,2018-08-19,Banner:A|Nav:B,Windows
78501013428655736917612484174572471566,/signup,21224.0,2018-02-27,Nav:A,OS X
39543623753021756818846694520424708156,/bank,79958.0,2018-02-16,Nav:A|Banner:B,OS X
13161097428677885461313619804313221203,/auto,11445.0,2018-01-12,Banner:B|Nav:A,iOS
31738033938458984544611687134582014646,/signup,29699.0,2018-01-24,Banner:B|Nav:A,Chrome
15095262787976588277333816803429512651,/bank,95718.0,2018-01-17,Banner:B|Nav:A,Windows
81621734188658650484543226711919415565,/homepage,87150.0,2018-01-11,Banner:A,OS X
30041769837904550321599866894897488173,/card,26887.0,2018-11-05,Nav:A|Banner:B,iOS
70492347755406795206955064400074312108,/card,58323.0,2018-11-16,Banner:B|Nav:A,iOS
5402032147651020097514862141724553162,/card,65620.0,2018-10-13,Banner:A,Android
50016889701838817726206437003943068339,/homepage,22740.0,2018-10-17,Nav:A|Banner:B,iOS
70492347755406795206955064400074312108,/bank,16429.0,2018-09-28,Nav:B|Banner:A,OS X
28960411779919471836917530172250857146,/bank,22460.0,2018-10-17,Banner:A|Nav:B,Android
13531801054810455011760033604932641396,/auto,38053.0,2018-09-20,Banner:B,iOS
71745921205252040804293323023757754754,/homepage,48757.0,2018-09-14,Banner:A,OS X
63146992049306121517956627723497356516,/homepage,67701.0,2018-10-08,Nav:A,Android
16720115806216182716772360677003302339,/signup,56850.0,2018-10-12,Nav:B,Android
25408712865046282592104389778374901081,/auto,71829.0,2018-09-28,Banner:B,iOS
78678596211285329155537519760487233735,/signup,57538.0,2018-05-28,Banner:A,iOS
20325532614138018845627450238732325135,/bank,24888.0,2018-04-30,Banner:B,iOS
35673709053780958132518075712490851248,/card,18633.0,2018-05-02,Nav:B,Windows
68364173129326028078392894551442245575,/signup,21848.0,2018-04-17,Nav:B,iOS
30949704931920845924611687134582170110,/homepage,58867.0,2018-05-28,Banner:A,Android
52998619318509988951524288249190633078,/homepage,50366.0,2018-05-05,Nav:A|Banner:B,Windows
65755327569319149281299230745950437936,/auto,32193.0,2018-05-23,Nav:B|Banner:A,OS X
14135008378084430906712790010484980926,/bank,84070.0,2018-04-10,Banner:B,iOS
51727890836574276405512218645440745739,/bank,81442.0,2018-05-26,Banner:A,Android
51727890836574276405512218645440745739,/homepage,109740.0,2018-10-10,Banner:A|Nav:B,OS X
7086189534946501073223441026427217322,/signup,86808.0,2018-12-28,Banner:B|Nav:A,Windows
70120062321891432704777199804528860929,/homepage,68006.0,2018-11-30,Nav:B|Banner:A,Chrome
80359118477353184406374972857506155697,/bank,46889.0,2018-06-20,Banner:A,OS X
40691206089737276285820023126540315688,/auto,69775.0,2018-04-24,Banner:B|Nav:A,Windows
26595968647148933382487597604637338447,/bank,107825.0,2018-08-22,Banner:A,OS X
33441171685727641238546533888474846447,/auto,48678.0,2018-07-07,Nav:A|Banner:B,OS X
73373024356167749673603070502348501144,/homepage,99518.0,2018-06-04,Nav:A,Windows
51691248908641109863489677646162752391,/signup,23635.0,2018-01-04,Nav:B|Banner:A,OS X
75906972121496294447868723486701342836,/card,47046.0,2018-09-13,Banner:A,Windows
9049660559928413303974413172912253689,/auto,75017.0,2018-10-12,Banner:A|Nav:B,Windows
64840447402389615077182545499083409038,/signup,100021.0,2018-09-14,Nav:B|Banner:A,Android
29735367291560229637793750724626403642,/signup,82911.0,2018-09-13,Banner:B|Nav:A,OS X
37560810046211649494176823335289854305,/auto,63046.0,2018-10-09,Banner:B,Chrome
71745921205252040804293323023757754754,/card,36628.0,2018-10-17,Nav:A,Android
47293021285365830593428056042451217483,/signup,16327.0,2018-09-26,Nav:A|Banner:B,iOS
44833353252787322364836351044867465913,/card,100877.0,2018-09-18,Nav:B,OS X
77286613529390978597520297081232992913,/auto,87110.0,2018-10-03,Banner:B,Chrome
31719951052401043616917556526706166298,/bank,15901.0,2018-11-29,Nav:A|Banner:B,Chrome
61091264614520777838754368211834928905,/bank,69804.0,2018-11-14,Banner:B,Android
56417551825793478651731209115973981907,/homepage,16429.0,2018-11-18,Banner:B,iOS
